,dealer_card1,delear_card2,player_card1,player_card2,unused_card,reward,action
841,8,11,3,2,9,-1,1
842,4,10,10,7,20,1,1
843,10,9,5,10,8,-1,1
844,7,10,20,11,9,-1,0
845,2,10,9,4,6,1,0
846,4,2,10,5,20,1,1
847,9,4,2,6,3,-1,0
848,4,20,10,10,10,0,0
849,2,7,10,20,3,-1,1
850,6,11,4,8,20,-1,1
851,7,5,3,10,4,1,0
852,4,11,2,10,5,-1,1
853,6,10,2,10,20,-1,1
854,2,7,6,9,3,1,0
855,2,10,6,8,11,-1,0
856,11,10,2,10,4,-1,1
857,2,10,6,9,4,1,0
858,10,5,3,2,20,-1,1
859,5,6,4,11,10,-1,0
860,7,10,11,10,4,1,1
861,20,11,7,5,4,1,0
862,10,10,2,10,6,-1,0
863,11,8,7,4,2,-1,0
864,7,10,4,10,10,-1,1
865,2,20,10,9,11,0,0
866,8,10,5,7,3,-1,0
867,5,10,8,10,10,-1,0
868,2,10,10,3,4,1,0
869,10,9,6,4,10,-1,1
870,2,20,3,9,10,1,1
871,20,10,7,6,10,0,0
872,10,9,10,2,10,-1,1
873,8,11,9,3,10,-1,0
874,10,20,9,11,10,0,0
875,7,10,10,8,4,-1,0
876,20,5,11,10,2,1,1
877,11,20,10,7,3,1,1
878,9,3,2,10,10,-1,0
879,10,7,10,11,10,1,1
880,8,2,7,20,6,-1,0
881,11,4,10,10,8,-1,0
882,20,3,2,11,5,1,1
883,10,5,2,3,4,-1,0
884,6,10,10,5,7,-1,1
885,10,3,10,6,8,-1,0
886,4,10,10,8,10,1,1
887,4,10,20,6,2,-1,0
888,10,8,6,10,10,-1,1
889,4,6,2,3,10,-1,1
890,10,10,3,11,10,-1,1
891,20,10,6,10,5,1,1
892,10,4,10,8,7,1,1
893,10,5,6,3,7,1,0
894,9,10,20,11,10,-1,0
895,10,10,5,20,9,-1,0
896,6,4,2,10,5,1,0
897,2,10,10,20,10,-1,1
898,5,8,9,6,2,1,0
899,7,8,10,2,5,1,0
900,10,10,4,6,11,-1,1
901,11,6,8,3,7,-1,1
902,7,10,10,3,10,-1,0
903,11,10,10,8,20,-1,1
904,8,20,10,6,9,0,0
905,5,4,10,2,10,-1,0
906,3,10,10,20,6,-1,0
907,10,10,11,2,8,1,0
908,10,7,10,8,5,1,1
909,20,10,3,10,5,1,1
910,10,10,20,2,3,-1,0
911,2,5,3,20,6,-1,1
912,11,9,4,8,3,-1,1
913,5,10,6,20,9,-1,1
914,7,8,4,9,5,1,0
915,6,9,10,10,2,-1,0
916,8,9,10,5,10,-1,0
917,10,11,4,5,3,-1,0
918,5,4,11,10,10,1,1
919,10,3,9,11,20,1,1
920,20,5,10,4,10,1,1
921,20,10,11,7,2,1,1
922,10,10,7,9,2,-1,0
923,3,10,10,10,11,1,1
924,3,9,7,2,5,1,0
925,8,10,10,7,10,-1,1
926,20,4,10,11,8,1,1
927,10,20,10,3,7,1,0
928,3,7,4,11,9,1,1
929,4,20,10,8,11,1,1
930,20,10,3,5,11,1,0
931,2,5,7,10,11,-1,0
932,10,10,5,6,10,-1,1
933,10,10,8,5,20,-1,1
934,6,8,10,20,10,-1,1
935,3,9,11,10,10,1,1
936,10,5,10,4,3,1,0
937,9,3,10,10,8,-1,0
938,4,7,10,3,11,-1,0
939,10,7,8,10,10,1,1
940,8,10,11,6,10,-1,1
941,10,10,2,4,10,-1,0
942,10,11,9,6,10,-1,0
943,10,5,9,4,7,-1,1
944,4,9,11,6,10,1,1
945,6,10,20,10,8,-1,0
946,4,3,5,10,9,-1,0
947,10,10,4,6,10,0,0
948,20,9,8,10,10,1,1
949,9,10,10,3,5,-1,0
950,5,20,3,10,4,1,0
951,7,3,10,6,10,-1,0
952,3,10,11,8,6,1,1
953,11,3,10,10,4,1,1
954,10,4,6,11,2,1,1
955,10,11,2,10,5,-1,0
956,6,20,3,10,10,1,1
957,10,3,20,10,10,-1,0
958,10,4,10,7,10,-1,0
959,8,3,4,10,10,1,1
960,20,7,10,10,10,0,0
961,2,10,5,20,10,-1,0
962,20,5,7,2,10,1,0
963,10,11,9,10,3,-1,1
964,2,4,5,9,11,1,1
965,20,4,10,7,10,0,0
966,2,9,3,8,20,0,1
967,5,10,10,4,10,-1,0
968,2,10,4,7,10,-1,1
969,9,7,10,10,2,1,1
970,9,3,8,10,10,1,1
971,4,10,11,9,3,-1,0
972,10,9,8,10,20,-1,0
973,7,9,4,10,10,-1,1
974,5,8,10,10,2,-1,0
975,11,3,2,20,6,-1,0
976,10,8,9,5,10,-1,1
977,2,3,20,4,8,-1,0
978,10,20,5,10,4,1,1
979,10,3,4,11,10,1,1
980,7,9,2,11,3,0,0
981,4,6,3,2,10,1,0
982,6,5,11,10,4,1,1
983,10,10,6,20,10,-1,0
984,4,3,10,9,8,1,1
985,20,7,6,9,4,1,0
986,8,4,20,10,10,-1,1
987,10,7,6,10,8,-1,0
988,10,8,3,9,2,-1,1
989,2,9,4,10,7,1,1
990,9,4,10,8,2,1,1
991,20,9,2,7,5,1,0
992,7,9,8,11,10,-1,0
993,5,9,6,7,2,-1,1
994,4,6,7,5,3,1,0
995,10,10,10,3,8,-1,1
996,20,10,4,8,9,1,0
997,2,7,5,11,10,-1,0
998,11,7,20,2,10,-1,1
999,8,10,5,11,10,-1,0
1000,7,4,5,10,3,1,1
1001,8,6,3,11,10,-1,0
1002,10,4,2,6,10,1,0
1003,7,2,20,10,10,-1,1
1004,8,10,10,20,5,-1,1
1005,2,6,10,8,10,-1,0
1006,8,5,3,10,10,0,1
1007,9,10,5,6,2,-1,1
1008,10,9,6,5,20,-1,0
1009,11,3,10,10,5,-1,0
1010,11,10,9,8,3,-1,0
1011,7,3,20,2,8,-1,1
1012,2,10,6,20,10,-1,0
1013,6,7,10,2,3,1,0
1014,6,10,8,20,10,-1,1
1015,10,8,11,2,5,-1,1
1016,7,4,9,10,10,1,1
1017,7,11,10,10,4,1,1
1018,11,10,3,10,2,-1,1
1019,5,10,7,9,10,1,1
1020,6,10,10,5,4,1,0
1021,20,6,7,11,9,1,1
1022,10,11,6,9,4,-1,1
1023,10,11,4,8,5,-1,0
1024,10,9,4,6,11,-1,1
1025,4,5,2,10,10,-1,0
1026,4,6,10,10,2,1,1
1027,4,8,10,6,5,1,0
1028,10,11,8,10,4,-1,0
1029,3,2,4,10,6,1,0
1030,10,10,10,7,2,-1,1
1031,10,8,2,20,5,-1,1
1032,10,11,5,20,7,-1,1
1033,11,20,8,10,10,0,0
1034,10,9,10,3,6,0,0
1035,10,5,8,20,4,-1,1
1036,10,4,20,3,10,-1,0
1037,10,9,20,3,6,-1,1
1038,11,4,9,8,6,1,1
1039,8,3,9,10,10,-1,0
1040,6,10,3,7,11,1,0
1041,20,9,7,8,3,1,1
1042,6,2,10,4,10,1,1
1043,2,4,9,10,10,-1,0
1044,10,5,20,6,11,-1,0
1045,10,5,4,10,7,1,0
1046,2,8,5,11,3,1,0
1047,10,9,20,3,5,-1,0
1048,10,10,7,9,2,-1,0
1049,10,10,3,7,11,-1,1
1050,9,3,7,10,10,1,1
1051,20,6,2,10,9,1,0
1052,5,10,3,11,6,-1,1
1053,10,11,10,2,7,-1,1
1054,10,7,11,8,4,1,1
1055,8,20,5,10,10,1,1
1056,8,11,10,6,5,-1,1
1057,9,10,10,11,10,1,1
1058,4,10,11,5,3,1,0
1059,7,5,10,10,20,1,1
1060,10,5,3,20,7,-1,0
1061,10,20,9,8,10,1,1
1062,2,10,8,10,11,1,1
1063,10,10,10,6,4,-1,1
1064,7,4,2,20,8,-1,1
1065,10,10,10,5,3,-1,1
1066,2,8,5,11,10,1,1
1067,10,9,10,2,10,-1,0
1068,11,8,7,9,3,-1,1
1069,10,10,10,5,20,-1,0
1070,9,10,6,10,8,-1,0
1071,7,10,10,2,20,-1,1
1072,10,10,3,10,6,-1,0
1073,10,8,5,6,10,-1,1
1074,4,3,10,6,2,1,1
1075,10,6,3,7,10,1,0
1076,6,2,11,10,8,1,1
1077,7,10,10,9,2,1,1
1078,2,4,10,9,5,1,1
1079,10,2,10,3,10,-1,0
1080,6,2,9,4,8,1,1
1081,5,20,6,10,10,0,0
1082,7,11,6,3,10,1,0
1083,10,10,20,7,10,-1,0
1084,9,8,10,11,6,1,1
1085,10,20,10,4,5,1,0
1086,10,6,20,5,9,-1,1
1087,2,8,3,6,4,1,0
1088,5,7,11,3,10,-1,0
1089,6,9,20,8,5,-1,1
1090,11,10,10,4,7,0,0
1091,8,10,11,20,10,-1,0
1092,10,3,8,4,7,-1,1
1093,6,2,10,4,3,1,0
1094,10,10,4,11,3,-1,0
1095,10,5,4,10,9,-1,1
1096,11,9,10,4,8,-1,1
1097,8,10,10,10,6,1,1
1098,9,8,3,6,4,-1,0
1099,10,11,8,3,9,-1,1
1100,20,9,10,3,11,1,1
1101,20,6,9,3,11,0,0
1102,20,5,10,9,2,1,1
1103,3,10,20,11,2,-1,0
1104,10,2,5,20,4,-1,1
1105,6,9,5,4,11,1,0
1106,10,10,5,20,4,-1,1
1107,10,5,6,10,3,1,0
1108,9,10,6,20,11,-1,0
1109,10,6,10,2,11,-1,0
1110,8,7,5,6,2,-1,1
1111,11,5,10,9,20,1,1
1112,8,4,9,11,2,1,1
1113,3,20,6,9,2,1,0
1114,10,10,9,2,5,-1,1
1115,11,6,5,7,10,-1,1
1116,10,3,10,20,11,-1,1
1117,11,8,20,5,10,-1,1
1118,20,10,10,10,2,0,0
1119,10,4,20,10,7,-1,0
1120,6,10,5,4,20,-1,0
1121,2,5,11,10,20,1,1
1122,10,10,9,10,7,-1,1
1123,4,5,10,8,11,-1,0
1124,10,5,7,8,10,-1,0
1125,10,4,6,10,9,-1,0
1126,10,3,2,5,20,-1,1
1127,2,20,3,6,9,1,0
1128,5,9,2,4,10,-1,1
1129,9,4,5,10,10,-1,0
1130,11,10,8,20,10,-1,1
1131,11,10,4,5,10,-1,0
1132,7,10,10,9,5,-1,0
1133,10,10,11,4,6,1,0
1134,8,10,11,3,2,-1,1
1135,4,7,9,6,5,1,1
1136,3,8,9,10,4,1,1
1137,10,10,8,9,6,-1,1
1138,6,8,11,4,10,-1,0
1139,9,3,20,11,10,-1,0
1140,20,10,9,5,3,1,1
1141,3,10,2,5,10,1,0
1142,10,5,8,4,2,-1,1
1143,2,11,10,4,8,-1,0
1144,2,9,4,8,10,-1,0
1145,4,7,10,11,2,1,1
1146,10,2,6,10,9,1,1
1147,5,6,10,20,10,-1,1
1148,3,5,7,11,10,1,1
1149,20,11,10,6,4,1,0
1150,10,7,6,10,9,-1,0
1151,6,4,7,10,10,-1,0
1152,11,20,10,8,4,0,0
1153,10,9,3,7,8,-1,1
1154,4,7,5,8,10,-1,0
1155,20,2,5,4,7,1,0
1156,5,10,10,4,10,-1,1
1157,10,10,7,11,4,-1,0
1158,9,10,4,7,10,1,0
1159,10,3,8,9,4,1,1
1160,8,10,9,10,11,-1,0
1161,4,10,10,5,7,-1,0
1162,3,9,8,7,10,1,1
1163,4,10,11,10,9,1,1
1164,6,8,3,7,10,-1,1
1165,7,10,6,10,5,-1,1
1166,2,5,10,9,10,-1,0
1167,7,10,9,20,2,-1,1
1168,20,10,6,3,10,1,1
1169,11,7,10,9,6,1,1
1170,20,10,4,10,10,0,0
1171,5,4,10,10,8,1,1
1172,10,5,4,8,3,0,0
1173,11,6,10,20,10,-1,0
1174,20,5,10,10,6,0,0
1175,3,10,10,6,4,1,0
1176,10,20,7,9,8,1,1
1177,9,20,2,6,8,1,1
1178,10,7,11,3,8,-1,0
1179,7,10,9,8,4,0,1
1180,7,4,8,10,5,-1,0
1181,10,20,3,10,8,1,0
1182,10,5,6,11,20,1,1
1183,3,20,10,11,8,1,1
1184,3,2,9,11,10,-1,0
1185,3,2,8,6,4,1,1
1186,10,10,4,7,11,-1,0
1187,7,10,8,4,9,1,0
1188,10,10,3,20,6,-1,0
1189,6,7,10,20,3,-1,0
1190,3,2,7,4,5,1,0
1191,3,10,4,11,10,-1,0
1192,2,4,5,9,20,1,1
1193,4,10,20,10,10,-1,0
1194,10,3,8,10,9,-1,0
1195,10,10,20,2,3,-1,1
1196,20,10,7,9,10,0,0
1197,10,20,10,4,8,0,0
1198,10,2,10,5,6,1,0
1199,20,5,2,10,10,0,0
1200,10,8,3,20,2,-1,1
1201,8,3,20,11,6,-1,0
1202,5,11,9,10,8,-1,0
1203,5,9,10,10,7,1,1
1204,3,2,6,4,7,1,1
1205,10,10,11,5,3,-1,0
1206,11,10,9,10,6,-1,0
1207,7,6,5,10,4,1,1
1208,10,3,8,7,4,1,1
1209,10,10,8,4,2,-1,1
1210,7,10,3,10,8,1,0
1211,2,10,8,20,10,-1,1
1212,9,8,3,7,10,1,0
1213,20,4,3,10,2,1,0
1214,5,11,10,10,2,-1,0
1215,2,9,10,10,10,-1,0
1216,7,8,11,10,3,1,1
1217,4,10,8,5,3,1,0
1218,4,11,8,3,10,-1,1
1219,11,10,5,6,20,-1,1
1220,7,3,10,10,10,1,1
1221,10,10,3,7,2,-1,0
1222,8,3,20,4,11,-1,0
1223,11,10,10,7,9,-1,0
1224,2,20,10,11,10,1,1
1225,3,8,11,9,10,-1,0
1226,2,11,10,7,10,-1,0
1227,10,4,2,3,10,1,0
1228,3,10,9,11,6,-1,0
1229,10,2,10,11,10,1,1
1230,4,3,9,2,20,-1,0
1231,6,3,4,11,10,1,1
1232,3,9,10,20,11,-1,1
1233,10,9,20,2,8,-1,1
1234,10,3,6,2,20,-1,0
1235,3,4,10,11,6,1,1
1236,4,10,10,7,20,-1,0
1237,20,11,9,10,7,0,0
1238,10,5,3,9,4,-1,1
1239,7,10,4,5,8,0,0
1240,10,7,4,8,11,-1,0
1241,6,5,10,10,20,1,1
1242,10,10,4,20,9,-1,1
1243,10,5,3,7,6,1,0
1244,11,6,10,8,7,1,1
1245,8,10,10,4,10,-1,0
1246,11,20,3,5,10,1,1
1247,10,9,4,10,6,1,0
1248,8,4,11,2,9,-1,0
1249,7,10,2,9,11,-1,1
1250,10,10,8,9,10,-1,1
1251,5,11,20,10,2,-1,0
1252,10,10,3,7,2,-1,0
1253,8,7,10,2,4,-1,1
1254,2,10,11,10,20,1,1
1255,5,6,10,10,7,-1,0
1256,3,2,10,7,4,1,1
1257,11,20,5,8,3,1,0
1258,20,10,11,6,5,0,0
1259,7,10,10,9,10,1,1
1260,10,10,7,10,8,-1,0
1261,10,10,10,3,5,-1,0
1262,5,11,20,3,8,-1,0
1263,8,10,11,10,9,1,1
1264,10,4,20,10,8,-1,0
1265,6,8,3,7,4,-1,1
1266,6,10,5,20,3,-1,0
1267,6,9,8,11,20,1,1
1268,8,9,2,10,3,-1,1
1269,8,11,10,4,5,-1,1
1270,10,10,11,5,10,-1,0
1271,5,8,9,10,4,1,1
1272,3,20,10,6,7,0,0
1273,6,11,5,2,10,0,0
1274,2,4,9,20,6,-1,0
1275,3,11,5,4,6,1,0
1276,4,11,10,10,8,-1,0
1277,8,5,10,11,2,1,1
1278,3,9,10,10,6,-1,0
1279,4,10,9,3,10,-1,0
1280,3,6,5,7,10,1,1
1281,3,8,2,10,5,1,1
1282,4,8,10,5,10,-1,0
1283,8,2,10,10,5,-1,0
1284,6,9,20,10,11,-1,0
1285,11,20,10,3,4,1,1
1286,10,11,3,4,6,-1,1
1287,8,10,20,11,2,-1,1
1288,11,3,9,7,10,-1,0
1289,10,3,20,4,8,-1,0
1290,5,11,8,10,6,1,1
1291,10,11,10,4,10,-1,0
1292,2,6,9,10,7,-1,0
1293,4,8,9,5,10,1,1
1294,9,10,2,7,8,-1,0
1295,7,3,9,2,10,1,0
1296,7,10,3,8,10,1,0
1297,2,10,7,10,3,1,1
1298,10,10,20,10,7,-1,0
1299,6,10,5,20,10,-1,0
1300,11,6,10,10,2,-1,0
1301,10,3,2,8,11,-1,1
1302,10,3,11,10,7,1,1
1303,11,10,7,4,2,-1,0
1304,10,20,9,4,11,1,1
1305,10,8,11,20,7,-1,0
1306,20,7,10,8,4,0,0
1307,3,10,10,10,8,-1,0
1308,10,7,20,6,11,-1,0
1309,10,20,10,4,5,1,1
1310,7,3,10,6,5,1,0
1311,20,9,5,4,3,1,1
1312,10,10,9,10,7,-1,1
1313,11,6,4,7,2,-1,0
1314,10,10,4,8,10,-1,0
1315,8,3,9,6,7,-1,0
1316,10,10,6,10,7,-1,0
1317,2,10,10,20,8,-1,0
1318,5,11,3,6,20,-1,0
1319,8,9,6,7,4,-1,1
1320,10,20,8,10,6,0,0
1321,6,8,10,10,4,1,1
1322,20,6,8,10,7,0,0
1323,8,4,20,10,3,-1,1
1324,4,20,5,10,11,1,1
1325,10,9,11,20,10,-1,1
1326,3,8,6,10,10,1,1
1327,6,3,10,2,5,1,0
1328,11,20,10,10,3,0,0
1329,5,10,9,11,10,1,1
1330,10,9,5,20,10,-1,1
1331,8,9,5,10,4,-1,1
1332,7,8,20,10,4,-1,1
1333,9,20,10,5,10,0,0
1334,20,3,5,10,4,1,1
1335,10,8,5,20,10,-1,0
1336,7,3,20,9,10,-1,1
1337,2,10,5,6,3,1,0
1338,10,3,2,10,6,-1,1
1339,10,2,10,8,9,1,1
1340,8,20,9,4,3,1,0
1341,7,10,8,5,2,-1,0
1342,7,2,10,10,9,1,1
1343,5,10,10,3,4,1,0
1344,9,5,8,3,7,-1,1
1345,4,10,2,7,3,-1,1
1346,20,6,10,3,4,1,1
1347,4,7,3,11,10,1,1
1348,10,7,4,5,11,1,0
1349,2,8,5,3,11,-1,1
1350,9,5,11,10,10,1,1
1351,8,10,3,9,10,-1,0
1352,10,8,10,9,6,-1,0
1353,2,10,10,20,7,-1,0
1354,6,20,7,10,8,1,1
1355,20,2,5,9,10,0,0
1356,9,10,11,4,20,-1,0
1357,9,10,6,7,8,-1,1
1358,10,10,2,20,10,-1,0
1359,5,20,10,4,10,1,1
1360,7,9,10,4,10,-1,1
1361,7,3,10,8,9,1,1
1362,2,5,11,6,9,1,1
1363,10,8,6,5,10,-1,1
1364,4,7,6,9,10,-1,0
1365,11,10,10,3,4,-1,1
1366,3,10,10,2,5,-1,1
1367,6,10,8,20,10,-1,0
1368,20,10,4,7,10,1,0
1369,9,10,10,3,5,-1,0
1370,7,20,8,10,3,1,1
1371,11,8,5,2,9,-1,0
1372,4,8,10,5,10,1,1
1373,5,7,10,2,11,-1,0
1374,9,6,5,2,10,-1,1
1375,3,20,10,5,4,1,0
1376,3,10,7,10,6,-1,0
1377,4,10,10,7,2,1,0
1378,7,10,8,2,10,1,0
1379,2,5,11,7,20,-1,0
1380,20,7,10,3,10,1,1
1381,20,10,10,3,7,1,1
1382,9,10,7,20,10,-1,0
1383,10,5,20,11,10,-1,0
1384,5,10,4,7,10,1,0
1385,7,10,5,11,2,1,0
1386,10,10,20,4,3,-1,1
1387,7,3,20,9,4,-1,1
1388,20,4,3,6,11,1,0
1389,8,10,4,6,3,-1,0
1390,10,2,10,20,10,-1,1
1391,10,5,3,2,20,-1,0
1392,11,4,10,2,20,-1,1
1393,11,6,3,20,8,-1,1
1394,10,2,4,10,7,1,1
1395,10,6,20,3,2,-1,1
1396,7,10,10,4,3,-1,1
1397,4,10,2,20,8,-1,1
1398,20,11,2,10,10,0,0
1399,20,4,3,10,9,1,1
1400,5,11,9,10,20,-1,0
1401,8,5,10,2,7,1,0
1402,8,3,9,4,10,-1,0
1403,3,5,9,7,2,1,1
1404,2,11,3,4,8,1,0
1405,20,2,10,5,6,1,0
1406,7,2,8,3,11,-1,0
1407,4,10,5,7,8,-1,1
1408,10,8,5,20,10,-1,1
1409,6,5,9,10,8,1,1
1410,4,7,10,3,2,1,1
1411,9,3,2,4,11,-1,1
1412,20,6,8,7,4,1,0
1413,5,4,20,10,2,-1,0
1414,7,3,10,10,10,1,1
1415,10,9,8,4,5,-1,0
1416,10,2,10,3,9,1,1
1417,9,3,11,10,20,1,1
1418,11,2,8,5,10,0,1
1419,8,9,3,11,6,-1,1
1420,6,3,2,5,10,1,0
1421,2,10,11,10,6,1,1
1422,9,20,10,6,10,0,0
1423,6,11,3,9,4,-1,1
1424,5,20,11,10,4,1,1
1425,3,20,10,2,6,1,0
1426,2,8,11,10,10,1,1
1427,10,9,10,20,3,-1,0
1428,20,7,10,9,10,0,0
1429,5,10,9,10,8,-1,0
1430,10,8,4,3,6,-1,1
1431,4,3,6,20,9,-1,0
1432,6,7,9,8,20,1,1
1433,20,8,10,10,11,1,1
1434,9,8,10,11,10,1,1
1435,7,8,6,3,2,-1,1
1436,9,7,10,20,11,-1,0
1437,11,10,10,5,2,-1,1
1438,5,9,20,6,10,-1,0
1439,10,8,11,10,10,1,1
1440,10,8,20,10,11,-1,1
1441,10,10,9,20,10,-1,1
1442,10,4,10,2,9,-1,1
1443,7,11,4,20,10,-1,1
1444,5,10,6,20,2,-1,1
1445,9,2,8,11,3,-1,0
1446,10,8,10,6,2,0,0
1447,6,7,5,10,11,-1,0
1448,6,4,7,9,11,1,1
1449,11,8,9,10,6,0,1
1450,6,9,2,10,7,-1,1
1451,10,11,5,4,9,-1,0
1452,2,9,8,4,11,-1,0
1453,7,10,4,2,3,-1,1
1454,7,6,9,10,4,1,1
1455,4,7,8,10,10,1,1
1456,10,9,6,2,10,-1,0
1457,8,7,6,11,2,1,1
1458,2,10,7,9,11,1,1
1459,4,7,20,9,10,-1,0
1460,4,8,11,7,2,1,0
1461,10,10,11,10,9,1,1
1462,2,6,9,10,11,1,1
1463,10,4,6,11,2,1,0
1464,2,4,11,10,3,1,1
1465,2,6,4,8,10,1,1
1466,8,2,10,6,11,-1,0
1467,5,6,8,11,3,-1,0
1468,6,20,5,10,11,0,0
1469,20,2,10,3,4,1,1
1470,10,5,6,2,8,-1,1
1471,3,10,10,8,2,1,0
1472,6,20,7,9,2,1,1
1473,4,7,2,8,10,1,0
1474,3,4,20,5,7,-1,1
1475,4,10,11,9,7,1,1
1476,3,6,9,5,2,1,0
1477,6,10,10,2,7,1,0
1478,10,10,7,9,4,0,0
1479,10,5,3,7,10,-1,1
1480,7,3,10,5,6,1,0
1481,4,2,6,11,7,-1,0
1482,8,9,20,2,5,-1,0
1483,6,5,20,10,4,-1,1
1484,5,10,2,10,10,-1,1
1485,3,10,10,5,9,1,1
1486,3,8,2,10,7,1,1
1487,6,4,5,10,8,-1,0
1488,11,10,5,4,10,-1,0
1489,6,10,2,5,10,-1,1
1490,10,9,10,8,4,-1,1
1491,10,20,10,10,9,1,1
1492,3,11,8,5,10,-1,0
1493,10,5,4,10,10,-1,1
1494,8,4,7,3,10,-1,1
1495,10,5,11,10,4,1,1
1496,20,10,11,5,10,0,0
1497,8,10,10,10,3,-1,0
1498,10,10,8,2,6,-1,0
1499,9,11,7,20,10,-1,0
1500,20,11,2,10,4,1,0
1501,10,2,4,11,6,1,1
1502,7,10,5,10,3,1,0
1503,7,11,10,3,5,-1,1
1504,20,8,5,9,10,0,0
1505,20,6,4,11,10,0,0
1506,5,6,10,10,9,1,1
1507,10,4,20,5,8,-1,0
1508,5,10,8,2,11,-1,1
1509,7,5,2,6,4,0,0
1510,10,7,10,3,10,-1,1
1511,10,4,5,10,10,1,1
1512,10,4,9,8,3,1,0
1513,4,10,11,2,9,-1,1
1514,20,9,2,4,10,1,0
1515,10,10,20,10,4,-1,0
1516,5,2,7,11,4,-1,0
1517,4,10,8,6,9,-1,0
1518,11,10,2,10,4,-1,0
1519,10,10,8,11,4,-1,1
1520,20,3,2,8,10,1,0
1521,20,10,9,5,10,0,0
1522,4,3,8,6,10,-1,0
1523,20,6,10,2,4,1,0
1524,10,3,20,10,10,-1,0
1525,2,3,6,10,8,1,1
1526,2,10,10,5,20,-1,0
1527,11,20,3,10,10,1,1
1528,10,8,10,5,6,-1,1
1529,11,6,9,5,7,1,0
1530,10,9,7,20,5,-1,1
1531,7,10,20,11,6,-1,0
1532,5,10,10,20,7,-1,0
1533,4,2,9,7,10,1,1
1534,2,7,3,5,6,1,0
1535,9,8,7,5,20,-1,1
1536,6,9,10,20,10,-1,0
1537,11,2,8,10,10,1,1
1538,10,10,10,8,6,-1,0
1539,10,5,8,3,10,-1,1
1540,5,10,8,3,11,-1,0
1541,8,10,3,6,10,-1,1
1542,6,10,11,9,5,-1,0
1543,4,6,11,5,10,-1,0
1544,5,11,10,4,3,-1,1
1545,3,9,11,10,20,1,1
1546,10,10,5,10,4,-1,0
1547,4,10,6,5,20,-1,0
1548,10,20,8,11,10,0,0
1549,11,6,10,7,10,0,1
1550,10,6,2,5,20,-1,0
1551,10,10,3,5,10,-1,0
1552,10,10,11,10,5,1,1
1553,8,10,4,2,11,-1,0
1554,9,10,11,5,2,-1,0
1555,20,9,4,8,10,1,1
1556,7,10,2,8,6,-1,1
1557,10,7,10,2,5,0,0
1558,3,10,8,6,9,1,1
1559,10,2,4,11,9,-1,0
1560,20,7,10,4,5,1,0
1561,3,10,5,2,9,1,0
1562,3,2,5,6,9,1,1
1563,20,11,10,8,6,1,1
1564,4,2,10,6,9,-1,0
1565,10,4,6,5,10,-1,1
1566,9,3,8,4,10,0,1
1567,5,8,6,10,4,1,0
1568,10,2,10,4,5,1,0
1569,10,10,8,6,10,-1,1
1570,10,8,6,9,20,-1,0
1571,7,9,4,6,10,1,0
1572,11,20,5,10,9,0,0
1573,6,8,10,9,10,-1,0
1574,9,20,10,11,2,1,1
1575,11,4,20,6,5,-1,0
1576,5,7,11,10,3,1,1
1577,10,9,4,2,3,-1,0
1578,10,8,2,10,10,-1,1
1579,3,7,9,20,2,-1,0
1580,10,8,5,3,11,-1,1
1581,3,20,10,10,11,0,0
1582,10,7,3,5,4,-1,1
1583,10,5,20,4,9,-1,1
1584,5,10,10,11,2,1,1
1585,10,2,10,6,4,1,1
1586,20,6,11,10,5,1,1
1587,20,10,2,9,5,1,0
1588,9,2,10,10,8,1,1
1589,2,3,10,10,4,1,1
1590,9,11,6,10,20,-1,1
1591,20,10,4,2,3,1,1
1592,3,9,10,4,10,1,1
1593,20,11,7,10,3,1,1
1594,10,4,6,10,2,1,1
1595,9,8,7,4,2,-1,1
1596,3,10,10,10,7,-1,0
1597,4,20,10,2,11,1,1
1598,10,9,5,8,2,-1,0
1599,5,10,10,6,10,1,1
1600,5,10,10,3,10,-1,0
1601,10,2,11,8,20,1,1
1602,3,7,10,4,9,-1,0
1603,10,8,6,3,7,-1,1
1604,11,10,2,10,4,-1,0
1605,3,7,6,9,11,-1,0
1606,4,5,11,10,2,1,1
1607,8,10,10,11,9,1,1
1608,3,8,10,2,10,-1,0
1609,8,3,10,10,10,-1,0
1610,2,10,20,5,9,-1,1
1611,4,3,5,10,8,1,1
1612,9,10,10,2,20,-1,1
1613,7,10,10,10,2,1,1
1614,7,9,5,10,6,1,0
1615,4,6,10,11,9,1,1
1616,8,10,10,20,3,-1,1
1617,4,8,6,3,9,1,0
1618,11,10,5,7,6,-1,0
1619,6,9,11,7,5,1,1
1620,4,5,9,7,3,1,1
1621,7,10,10,5,8,-1,1
1622,20,2,9,7,8,0,0
1623,5,10,7,6,4,1,0
1624,3,10,10,5,9,1,1
1625,8,10,6,10,20,-1,0
1626,20,2,6,4,8,1,1
1627,9,10,11,2,8,-1,1
1628,5,20,10,7,2,1,0
1629,10,4,5,11,10,1,1
1630,3,11,2,10,7,-1,1
1631,6,8,5,11,7,-1,0
1632,10,10,4,10,11,-1,1
1633,3,7,6,20,10,-1,0
1634,10,10,11,20,9,-1,0
1635,5,4,10,2,10,-1,0
1636,4,8,2,5,9,1,0
1637,20,2,10,10,7,1,1
1638,10,11,10,4,3,-1,0
1639,9,3,11,2,8,1,1
1640,9,10,3,8,4,-1,1
1641,7,9,11,5,10,-1,0
1642,4,11,10,20,5,-1,0
1643,8,10,10,11,4,1,1
1644,10,7,10,20,4,-1,0
1645,4,10,10,8,7,1,1
